in s,C2 in V
-2.9195584E-03,6.37602E+00
-2.9195132E-03,6.43461E+00
-2.9194680E-03,6.43461E+00
-2.9194228E-03,6.45414E+00
-2.9193776E-03,6.43461E+00
-2.9193324E-03,6.41508E+00
-2.9192872E-03,6.45414E+00
-2.9192420E-03,6.47367E+00
-2.9191968E-03,6.41508E+00
-2.9191516E-03,6.41508E+00
-2.9191064E-03,6.45414E+00
-2.9190612E-03,6.45414E+00
-2.9190160E-03,6.45414E+00
-2.9189708E-03,6.45414E+00
-2.9189256E-03,6.35648E+00
-2.9188804E-03,6.45414E+00
-2.9188352E-03,6.45414E+00
-2.9187900E-03,6.43461E+00
-2.9187448E-03,6.43461E+00
-2.9186996E-03,6.47367E+00
-2.9186544E-03,6.47367E+00
-2.9186092E-03,6.41508E+00
-2.9185640E-03,6.39555E+00
-2.9185188E-03,6.43461E+00
-2.9184736E-03,6.39555E+00
-2.9184284E-03,6.45414E+00
-2.9183832E-03,6.43461E+00
-2.9183380E-03,6.43461E+00
-2.9182928E-03,6.41508E+00
-2.9182476E-03,6.39555E+00
-2.9182024E-03,6.43461E+00
-2.9181572E-03,6.43461E+00
-2.9181120E-03,6.43461E+00
-2.9180668E-03,6.41508E+00
-2.9180216E-03,6.49320E+00
-2.9179764E-03,6.45414E+00
-2.9179312E-03,6.45414E+00
-2.9178860E-03,6.45414E+00
-2.9178408E-03,6.43461E+00
-2.9177956E-03,6.33695E+00
-2.9177504E-03,6.39555E+00
-2.9177052E-03,6.45414E+00
-2.9176600E-03,6.37602E+00
-2.9176148E-03,6.45414E+00
-2.9175696E-03,6.43461E+00
-2.9175244E-03,6.41508E+00
-2.9174792E-03,6.45414E+00
-2.9174340E-03,6.45414E+00
-2.9173888E-03,6.39555E+00
-2.9173436E-03,6.43461E+00
-2.9172984E-03,6.39555E+00
-2.9172532E-03,6.43461E+00
-2.9172080E-03,6.41508E+00
-2.9171628E-03,6.41508E+00
-2.9171176E-03,6.39555E+00
-2.9170724E-03,6.43461E+00
-2.9170272E-03,6.41508E+00
-2.9169820E-03,6.45414E+00
-2.9169368E-03,6.43461E+00
-2.9168916E-03,6.43461E+00
-2.9168464E-03,6.41508E+00
-2.9168012E-03,6.45414E+00
-2.9167560E-03,6.37602E+00
-2.9167108E-03,6.43461E+00
-2.9166656E-03,6.41508E+00
-2.9166204E-03,6.45414E+00
-2.9165752E-03,6.41508E+00
-2.9165300E-03,6.45414E+00
-2.9164848E-03,6.35648E+00
-2.9164396E-03,6.39555E+00
-2.9163944E-03,6.43461E+00
-2.9163492E-03,6.45414E+00
-2.9163040E-03,6.33695E+00
-2.9162588E-03,6.47367E+00
-2.9162136E-03,6.41508E+00
-2.9161684E-03,6.43461E+00
-2.9161232E-03,6.39555E+00
-2.9160780E-03,6.47367E+00
-2.9160328E-03,6.39555E+00
-2.9159876E-03,6.45414E+00
-2.9159424E-03,6.45414E+00
-2.9158972E-03,6.41508E+00
-2.9158520E-03,6.45414E+00
