in s,C2 in V
-7.43200E-07,-1.64805E+00
-7.42400E-07,-1.68711E+00
-7.41600E-07,-1.68711E+00
-7.40800E-07,-1.68711E+00
-7.40000E-07,-1.68711E+00
-7.39200E-07,-1.68711E+00
-7.38400E-07,-1.58945E+00
-7.37600E-07,-1.66758E+00
-7.36800E-07,-1.64805E+00
-7.36000E-07,-1.68711E+00
-7.35200E-07,-1.66758E+00
-7.34400E-07,-1.62852E+00
-7.33600E-07,-1.68711E+00
-7.32800E-07,-1.68711E+00
-7.32000E-07,-1.62852E+00
-7.31200E-07,-1.64805E+00
-7.30400E-07,-1.66758E+00
-7.29600E-07,-1.66758E+00
-7.28800E-07,-1.66758E+00
-7.28000E-07,-1.68711E+00
-7.27200E-07,-1.64805E+00
-7.26400E-07,-1.64805E+00
-7.25600E-07,-1.62852E+00
-7.24800E-07,-1.66758E+00
-7.24000E-07,-1.64805E+00
-7.23200E-07,-1.72617E+00
-7.22400E-07,-1.68711E+00
-7.21600E-07,-1.68711E+00
-7.20800E-07,-1.66758E+00
-7.20000E-07,-1.64805E+00
-7.19200E-07,-1.70664E+00
-7.18400E-07,-1.62852E+00
-7.17600E-07,-1.60898E+00
-7.16800E-07,-1.55039E+00
-7.16000E-07,-1.53086E+00
-7.15200E-07,-1.49180E+00
-7.14400E-07,-1.43320E+00
-7.13600E-07,-1.45273E+00
-7.12800E-07,-1.37461E+00
-7.12000E-07,-1.41367E+00
-7.11200E-07,-1.35508E+00
-7.10400E-07,-1.41367E+00
-7.09600E-07,-1.39414E+00
-7.08800E-07,-1.39414E+00
-7.08000E-07,-1.37461E+00
-7.07200E-07,-1.39414E+00
-7.06400E-07,-1.41367E+00
-7.05600E-07,-1.43320E+00
-7.04800E-07,-1.49180E+00
-7.04000E-07,-1.49180E+00
-7.03200E-07,-1.55039E+00
-7.02400E-07,-1.56992E+00
-7.01600E-07,-1.55039E+00
-7.00800E-07,-1.56992E+00
-7.00000E-07,-1.55039E+00
-6.99200E-07,-1.64805E+00
-6.98400E-07,-1.64805E+00
-6.97600E-07,-1.68711E+00
-6.96800E-07,-1.66758E+00
-6.96000E-07,-1.70664E+00
-6.95200E-07,-1.68711E+00
-6.94400E-07,-1.72617E+00
-6.93600E-07,-1.68711E+00
-6.92800E-07,-1.74570E+00
-6.92000E-07,-1.78477E+00
-6.91200E-07,-1.80430E+00
-6.90400E-07,-1.80430E+00
-6.89600E-07,-1.80430E+00
-6.88800E-07,-1.76523E+00
-6.88000E-07,-1.82383E+00
-6.87200E-07,-1.82383E+00
-6.86400E-07,-1.84336E+00
-6.85600E-07,-1.82383E+00
-6.84800E-07,-1.84336E+00
-6.84000E-07,-1.82383E+00
-6.83200E-07,-1.84336E+00
-6.82400E-07,-1.84336E+00
-6.81600E-07,-1.84336E+00
-6.80800E-07,-1.80430E+00
-6.80000E-07,-1.82383E+00
-6.79200E-07,-1.88242E+00
-6.78400E-07,-1.84336E+00
-6.77600E-07,-1.78477E+00
-6.76800E-07,-1.76523E+00
-6.76000E-07,-1.80430E+00
-6.75200E-07,-1.82383E+00
-6.74400E-07,-1.76523E+00
-6.73600E-07,-1.76523E+00
-6.72800E-07,-1.74570E+00
-6.72000E-07,-1.78477E+00
-6.71200E-07,-1.74570E+00
-6.70400E-07,-1.80430E+00
-6.69600E-07,-1.72617E+00
-6.68800E-07,-1.74570E+00
-6.68000E-07,-1.72617E+00
-6.67200E-07,-1.70664E+00
-6.66400E-07,-1.74570E+00
-6.65600E-07,-1.72617E+00
-6.64800E-07,-1.68711E+00
-6.64000E-07,-1.68711E+00
-6.63200E-07,-1.68711E+00
-6.62400E-07,-1.70664E+00
-6.61600E-07,-1.66758E+00
-6.60800E-07,-1.64805E+00
-6.60000E-07,-1.66758E+00
-6.59200E-07,-1.68711E+00
-6.58400E-07,-1.66758E+00
-6.57600E-07,-1.68711E+00
-6.56800E-07,-1.68711E+00
-6.56000E-07,-1.66758E+00
-6.55200E-07,-1.62852E+00
-6.54400E-07,-1.62852E+00
-6.53600E-07,-1.64805E+00
-6.52800E-07,-1.64805E+00
-6.52000E-07,-1.66758E+00
-6.51200E-07,-1.62852E+00
-6.50400E-07,-1.64805E+00
-6.49600E-07,-1.66758E+00
-6.48800E-07,-1.68711E+00
-6.48000E-07,-1.62852E+00
-6.47200E-07,-1.60898E+00
-6.46400E-07,-1.62852E+00
-6.45600E-07,-1.66758E+00
-6.44800E-07,-1.64805E+00
-6.44000E-07,-1.60898E+00
-6.43200E-07,-1.62852E+00
-6.42400E-07,-1.66758E+00
-6.41600E-07,-1.64805E+00
-6.40800E-07,-1.64805E+00
-6.40000E-07,-1.68711E+00
-6.39200E-07,-1.64805E+00
-6.38400E-07,-1.70664E+00
-6.37600E-07,-1.62852E+00
-6.36800E-07,-1.64805E+00
-6.36000E-07,-1.60898E+00
-6.35200E-07,-1.66758E+00
-6.34400E-07,-1.64805E+00
-6.33600E-07,-1.64805E+00
-6.32800E-07,-1.64805E+00
-6.32000E-07,-1.62852E+00
-6.31200E-07,-1.68711E+00
-6.30400E-07,-1.62852E+00
-6.29600E-07,-1.66758E+00
-6.28800E-07,-1.62852E+00
-6.28000E-07,-1.68711E+00
-6.27200E-07,-1.68711E+00
-6.26400E-07,-1.62852E+00
-6.25600E-07,-1.64805E+00
-6.24800E-07,-1.66758E+00
-6.24000E-07,-1.64805E+00
-6.23200E-07,-1.62852E+00
-6.22400E-07,-1.68711E+00
-6.21600E-07,-1.68711E+00
-6.20800E-07,-1.68711E+00
-6.20000E-07,-1.62852E+00
-6.19200E-07,-1.62852E+00
-6.18400E-07,-1.66758E+00
-6.17600E-07,-1.72617E+00
-6.16800E-07,-1.66758E+00
-6.16000E-07,-1.70664E+00
-6.15200E-07,-1.68711E+00
-6.14400E-07,-1.66758E+00
-6.13600E-07,-1.68711E+00
-6.12800E-07,-1.72617E+00
-6.12000E-07,-1.66758E+00
-6.11200E-07,-1.72617E+00
-6.10400E-07,-1.68711E+00
-6.09600E-07,-1.62852E+00
-6.08800E-07,-1.70664E+00
-6.08000E-07,-1.64805E+00
-6.07200E-07,-1.68711E+00
-6.06400E-07,-1.66758E+00
-6.05600E-07,-1.64805E+00
-6.04800E-07,-1.66758E+00
-6.04000E-07,-1.62852E+00
-6.03200E-07,-1.66758E+00
-6.02400E-07,-1.68711E+00
-6.01600E-07,-1.68711E+00
-6.00800E-07,-1.62852E+00
-6.00000E-07,-1.62852E+00
-5.99200E-07,-1.68711E+00
-5.98400E-07,-1.64805E+00
-5.97600E-07,-1.64805E+00
-5.96800E-07,-1.68711E+00
-5.96000E-07,-1.66758E+00
-5.95200E-07,-1.68711E+00
-5.94400E-07,-1.68711E+00
-5.93600E-07,-1.64805E+00
-5.92800E-07,-1.58945E+00
-5.92000E-07,-1.72617E+00
-5.91200E-07,-1.66758E+00
-5.90400E-07,-1.68711E+00
-5.89600E-07,-1.68711E+00
-5.88800E-07,-1.68711E+00
-5.88000E-07,-1.72617E+00
-5.87200E-07,-1.68711E+00
-5.86400E-07,-1.66758E+00
-5.85600E-07,-1.68711E+00
-5.84800E-07,-1.56992E+00
-5.84000E-07,-1.62852E+00
-5.83200E-07,-1.66758E+00
-5.82400E-07,-1.64805E+00
-5.81600E-07,-1.68711E+00
-5.80800E-07,-1.66758E+00
-5.80000E-07,-1.64805E+00
-5.79200E-07,-1.66758E+00
-5.78400E-07,-1.64805E+00
-5.77600E-07,-1.62852E+00
-5.76800E-07,-1.64805E+00
-5.76000E-07,-1.68711E+00
-5.75200E-07,-1.68711E+00
-5.74400E-07,-1.68711E+00
-5.73600E-07,-1.68711E+00
-5.72800E-07,-1.64805E+00
-5.72000E-07,-1.66758E+00
-5.71200E-07,-1.64805E+00
-5.70400E-07,-1.66758E+00
-5.69600E-07,-1.62852E+00
-5.68800E-07,-1.68711E+00
-5.68000E-07,-1.68711E+00
-5.67200E-07,-1.62852E+00
-5.66400E-07,-1.64805E+00
-5.65600E-07,-1.68711E+00
-5.64800E-07,-1.66758E+00
-5.64000E-07,-1.68711E+00
-5.63200E-07,-1.68711E+00
-5.62400E-07,-1.68711E+00
-5.61600E-07,-1.62852E+00
-5.60800E-07,-1.68711E+00
-5.60000E-07,-1.68711E+00
-5.59200E-07,-1.66758E+00
-5.58400E-07,-1.66758E+00
-5.57600E-07,-1.58945E+00
-5.56800E-07,-1.60898E+00
-5.56000E-07,-1.66758E+00
-5.55200E-07,-1.70664E+00
-5.54400E-07,-1.68711E+00
-5.53600E-07,-1.66758E+00
-5.52800E-07,-1.64805E+00
-5.52000E-07,-1.66758E+00
-5.51200E-07,-1.68711E+00
-5.50400E-07,-1.66758E+00
-5.49600E-07,-1.68711E+00
-5.48800E-07,-1.66758E+00
-5.48000E-07,-1.62852E+00
-5.47200E-07,-1.62852E+00
-5.46400E-07,-1.62852E+00
-5.45600E-07,-1.66758E+00
-5.44800E-07,-1.66758E+00
-5.44000E-07,-1.68711E+00
-5.43200E-07,-1.68711E+00
-5.42400E-07,-1.64805E+00
-5.41600E-07,-1.64805E+00
-5.40800E-07,-1.70664E+00
-5.40000E-07,-1.74570E+00
-5.39200E-07,-1.74570E+00
-5.38400E-07,-1.78477E+00
-5.37600E-07,-1.86289E+00
-5.36800E-07,-1.90195E+00
-5.36000E-07,-1.90195E+00
-5.35200E-07,-1.90195E+00
-5.34400E-07,-1.92148E+00
-5.33600E-07,-1.99961E+00
-5.32800E-07,-1.94102E+00
-5.32000E-07,-1.94102E+00
-5.31200E-07,-1.92148E+00
